Probe Name,sample01,sample02,sample03,sample05,sample06,sample07,sample08,sample09,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24,sample25,sample26,sample27,sample28,sample29,sample30,sample31,sample32,sample33,sample34,sample35,sample36,sample37,sample38,sample39,sample40,sample41,sample42,sample43,sample44,sample45,sample46,sample47,sample48,sample49,sample50,sample51,sample52,sample53
LILRB2,181.35,165.48,201.1,165.04,211.93,123.31,67.23,88.65,36.42,68.34,106.27,91.81,88.34,113.29,92.19,106.68,74.72,106.14,134.54,110.22,94.75,70.82,88.02,94.35,69.5,127.35,135.36,68.2,58.66,100.38,116.13,120.94,76.94,49.21,59.08,57.43,88.14,141.07,200.2,147.8,128.21,70.98,62.03,20,119.08,101.73,137.76,68.92,89.85,95.61,84.1,51.96
LILRB3,107.67,81.56,141.69,62.6,126.53,229,48.02,20,188.54,51.25,89.99,231.64,69.49,91.34,244.42,278.75,52.82,79.21,195.69,24.74,40.7,53.12,40.01,59.52,25.74,74.47,91.99,49.21,20,48.46,107.53,39.09,32.98,22.37,34.27,35,47.81,38.83,58.51,62.95,37.94,34.07,20,20,75.34,52.9,94.14,51.4,49.51,68.96,53.65,20
LILRB4,26.92,30.73,71.61,36.42,37.96,20,20,33.1,43.92,23.92,52.66,35.31,20,21.96,23.58,20,20,39.6,20,20.24,20,37.02,20,31.93,20,24.82,27.6,20,20,27.69,20,20,20,26.84,20,34.1,29.88,34.94,52.11,35.58,20,20,48.25,20,20,23.4,25.26,20,27.5,45.45,44.95,20
LILRB5,20,24.82,20,20,20,20,21.13,20,20,20,20,20,20,20,20,20,27.05,31.68,20,20,20,32.19,20,20,20,20,20,20,20,26.54,20,20,20,20,20,20,20,28.47,20,20,20,20,20,78.7,63.19,20,20,20,20,20,20,20
LIMK1,31.88,35.46,36.56,31.87,20,20,26.89,23.64,29.99,25.06,20.1,20,27.09,27.23,23.58,20,20,20,20,21.74,24.02,20,20,33.39,20,20,20,21.79,20,20,20,20.16,24.57,20,30.72,20,37.35,25.88,32,36.49,31.4,24.61,20,20,20,33.57,22.96,20,22.92,31.35,20,20
LITAF,699.89,510.61,1017.71,652.19,718.03,1387.82,409.12,186.76,940.53,685.66,860.68,1773.99,546.51,699.95,1251.04,1132.19,583.57,605.14,2419.92,271.43,392.35,341.23,264.06,387.57,240.66,564.44,947.49,362.07,483.91,378.46,719.73,302.36,255.4,192.36,272.95,250.37,304.77,248.49,607.92,367.66,227.63,217.67,356.11,149.54,459.32,409.97,929.87,388.42,336.47,318.18,359.61,190.52
LTA,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
LTB,245.81,213.94,190.44,310.73,322.64,288.13,279.47,264.78,159.61,164.01,108.18,310.73,181.38,163.35,250.85,251.21,142.99,99.8,230.64,114.72,110.77,141.64,142.03,100.16,280.55,148.93,247.06,119.52,278.61,160.38,199.29,145.38,157.12,208.02,219.77,163.32,135.95,122.95,124.33,197.06,160.91,142.9,172.31,118.05,230.88,157.68,166.46,146.61,142.11,156.74,179.81,141.03
LTB4R,58.8,31.91,74.65,43.25,52.19,137.15,40.34,26.01,101.77,23.92,61.27,107.34,32.98,81.68,156.51,223.68,32.21,55.44,64.65,29.99,48.04,20,20,20,20,56.12,43.37,38.67,20,32.31,55.91,24.43,22.63,24.6,23.63,20,20,20,37.48,62.04,43.17,20,20,20,55.9,33.57,63.14,35.05,29.34,20,29,20
LTB4R2,20,20,20,31.87,20,20,23.05,23.64,23.57,20,20,42.37,20,27.23,20,27.53,29.63,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22.96,20,20,20,20,20
LTBR,50.3,55.55,74.65,47.8,82.24,55.36,41.3,47.28,42.85,34.17,63.19,66.38,25.91,49.18,62.18,59.65,43.8,57.03,71.64,26.24,20,40.24,20,31.93,37.32,61.52,77.53,28.12,56.21,45,71.69,36.65,20.69,36.91,28.36,20,20,51.77,93.25,75.72,28.78,23.66,48.25,20,51.04,33.57,60.84,26.87,20,20,20,20
LTF,20,20,111.22,23.9,37.96,66.69,22.09,36.64,219.6,25.06,33.51,67.8,49.47,62.35,172.59,402.63,390.33,58.61,164.24,45.74,885.46,312.25,66.01,45,27.03,38.85,82.79,52.73,20,24.23,64.52,20,426.09,30.2,27.18,25.13,20,20,63.99,31.93,321.82,90.85,20,20,194.42,83.42,189.42,111.56,264.96,576.8,329.16,81.65
LTK,20,20,20,25.04,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
LY96,150.89,67.37,476.86,245.85,395.39,843.01,159.42,96.93,335.29,119.59,425.08,2224.55,115.43,372.37,1209.23,977.33,124.96,288.31,1139.2,113.97,78.74,80.48,110.02,117.58,97.81,339.96,612.39,158.18,119.76,236.53,533.34,166.76,85.99,83.88,73.26,70,82.17,129.42,371.15,347.59,61.49,60.57,126.36,110.18,153.11,210.58,683.06,254.66,78.85,115.99,102.95,56.91
MAF,192.68,189.12,166.06,93.33,117.04,110.72,57.62,93.38,89.98,66.06,87.12,97.46,96.58,96.6,76.11,94.06,34.78,60.2,73.38,61.48,66.06,53.12,56.01,72.58,59.2,71.23,77.53,47.81,58.66,50.77,80.29,58.64,64.66,65.98,53.17,49.36,85.16,154.01,138.04,139.58,124.28,82.34,73.52,118.05,116.65,116.99,143.5,94.62,92.6,94.04,100.05,86.6
MAFF,32.59,39.01,47.23,25.04,42.7,57.88,31.69,46.1,56.77,34.17,32.55,56.5,27.09,36.01,50.38,28.68,33.49,20,62.9,33.74,20,41.85,46.01,20,20,23.74,61.76,20,20,23.08,53.05,21.38,20,36.91,24.81,20,34.36,34.94,45.71,67.51,49.71,26.5,20,82.64,55.9,33.57,35.59,29.2,25.67,20,34.8,20
MAFG,152.3,102.83,147.78,97.89,118.62,147.21,98.92,75.65,107.12,47.84,70.85,69.21,93.05,106.27,71.83,88.33,61.84,49.11,69.89,89.23,75.4,56.33,42.01,55.16,66.92,70.15,69.65,94.21,75.76,79.61,73.12,94.07,97.63,53.68,88.62,61.02,88.14,85.42,93.25,135.94,95.5,65.3,20,20,99.64,54.93,90.69,82.36,88.01,61.13,87,54.43
MAFK,22.67,27.19,42.66,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23.63,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MALT1,361.99,278.95,394.59,630.57,536.15,587.59,494.6,420.81,403.85,252.85,268.07,276.83,234.39,339,287.3,250.07,219,153.66,241.12,179.2,240.88,127.15,122.03,285.96,241.95,261.17,293.05,158.89,232.18,272.3,322.59,263.88,254.75,221.44,226.86,285.36,360.04,308.02,446.11,345.77,238.1,261.2,192.99,204.63,257.61,311.3,412.13,316.58,209.95,211.6,285.66,178.15
MAP2K1,80.76,76.83,95.98,143.41,110.71,105.69,113.33,99.29,92.13,63.78,69.89,74.86,77.74,98.36,84.69,60.8,45.09,45.94,66.39,50.24,60.72,43.46,50.01,55.16,70.78,51.8,94.62,71.71,75.76,77.31,87.46,71.47,73.06,67.1,59.08,67.3,98.6,93.18,131.64,135.94,52.33,69.09,64.33,78.7,77.77,78.33,83.8,78.85,72.43,90.91,87,61.86
MAP2K4,778.52,719.82,880.59,811.54,1010.62,905.92,625.21,802.61,784.14,505.7,615.59,874.28,385.15,536.6,738.62,801.82,628.66,1083.54,587.07,386.9,362.32,632.55,914.2,892.73,643.47,662.65,599.25,499.16,632.99,661.14,554.85,388.49,404.75,474.2,561.25,534.83,793.29,675.58,655.46,805.58,535.06,599.06,886.83,952.31,537.09,576.81,604.99,754.06,608.77,799.37,846.83,695.27
MAP2K6,72.26,70.92,79.22,122.93,82.24,67.94,89.32,81.56,57.85,74.03,56.49,76.27,96.58,93.09,76.11,49.33,51.53,61.78,62.9,53.24,50.71,67.6,20,37.74,72.07,60.44,53.88,37.96,83.1,40.38,61.65,46.42,48.49,59.27,55.53,49.36,121.01,116.48,116.1,92.14,54.95,73.82,87.3,94.44,99.64,82.4,99.88,66,78.85,72.1,66.7,94.02
MAP3K1,442.03,369.96,450.96,516.75,555.13,349.78,460.02,462.18,245.31,211.85,343.7,223.16,227.32,450.53,268,234.01,181.64,164.75,181.71,167.21,241.55,114.28,100.02,211.93,191.76,248.22,211.58,163.81,197.96,244.61,299.65,224.79,181.04,172.23,189.05,210.88,240.53,293.79,394.01,268.22,202.77,194.96,156.23,161.34,140.96,270.6,299.63,256.41,175.11,210.03,250.86,165.78
MAP3K5,287.6,265.94,309.27,223.09,240.4,230.25,197.84,163.12,163.9,124.15,180.94,210.45,147.23,218.68,218.69,256.95,119.81,118.81,234.13,100.47,113.44,88.53,76.02,149.51,114.54,194.26,143.24,111.08,100.2,171.92,203.59,160.04,153.88,108.48,124.07,138.2,182.26,178.6,207.52,177.9,125.59,118.3,147.04,114.12,150.68,173.96,226.15,160.04,140.27,134.8,159.51,116.29
MAP3K7,102.72,93.38,91.41,108.13,96.48,80.53,91.24,100.47,54.63,62.64,59.36,52.26,71.85,75.53,55.74,67.68,69.56,68.12,57.66,50.99,64.06,91.74,80.02,130.64,55.34,55.04,42.05,44.99,20,63.46,43.01,50.09,65.3,62.63,56.72,54.74,80.67,91.89,90.5,78.46,69.34,104.1,105.68,118.05,104.5,86.47,70.03,64.83,81.6,105.01,123.25,81.65
MAP3K9,20,20,20,20,20,20,20,20,20,20,20,20,20,21.08,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,86.57,20,20,20,20,20,20,20,20
MAP4K1,284.06,271.85,208.72,210.57,161.32,117.01,172.87,178.49,156.4,151.48,105.31,98.87,170.78,159.84,112.56,68.83,104.35,53.86,89.11,128.22,138.12,114.28,66.01,92.9,110.68,92.81,124.84,97.72,158.86,135,156.28,160.04,167.46,147.63,142.97,151.66,129.97,181.19,245,258.19,295.66,185.49,121.77,121.99,221.15,180.06,180.23,157.7,183.36,145.77,146.46,141.03
MAP4K2,207.56,146.56,126.45,227.64,175.55,150.99,166.15,161.94,132.83,132.12,85.21,108.76,129.56,122.07,90.05,125.03,109.5,76.04,104.83,86.98,116.77,78.87,76.02,85.64,122.26,102.53,98.56,116.71,129.53,110.77,147.67,130.72,95.05,86.12,92.16,103.2,95.61,94.48,159.98,148.71,164.84,107.89,101.09,78.7,145.82,112.92,117.1,82.94,93.52,100.31,81.2,76.7
MAP4K4,655.26,1440.82,888.21,925.36,1072.3,1606.75,1345.5,1963.39,1319.75,1474.96,807.07,868.63,512.35,364.46,617.48,1210.19,1699.18,1346.51,765.29,698.81,1672.17,1838.11,1562.34,3367.69,339.75,279.52,275.97,676.33,310.39,393.46,219.36,422.7,1509.74,826.49,866.1,731.36,1598.53,1018.55,470.8,527.32,2326.02,2622.43,2632.92,1027.08,989.12,1735.53,1151.44,498.23,3037.42,3184.93,4537.23,2301.08
MAPK1,794.81,553.16,551.51,606.67,529.82,546.07,520.53,456.27,492.76,464.7,499.75,621.46,542.97,578.75,639.99,790.35,295.01,188.51,366.92,319.41,473.76,344.44,252.06,444.19,374.5,378.81,471.77,402.14,391.04,351.92,461.66,433.08,448.07,297.49,393.47,386.77,519.9,530.63,754.19,574.76,608.32,496.85,420.44,444.67,568.68,541.21,675.02,548.46,573.01,506.27,545.22,371.14
MAPK11,22.67,31.91,35.04,39.84,36.38,28.94,20,24.82,20,22.78,20,20,29.45,27.23,28.94,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21.38,20,27.96,20,20,20,20,20,20.98,20,20,20,20,20,20,33.29,21.61,20.17,20,20,20
MAPK14,84.3,62.64,172.16,112.68,132.85,290.65,91.24,60.28,124.26,82.01,146.48,310.73,89.51,161.59,232.63,239.74,43.8,87.13,267.33,98.22,134.79,54.72,70.02,71.13,65.63,121.95,139.3,94.21,63.54,81.92,117.56,68.41,83.41,42.5,51.99,43.97,53.78,75.06,128.9,158.74,86.34,82.34,52.84,20,89.92,118.01,200.9,138.43,105.43,115.99,104.4,74.23
MAPK3,230.93,204.48,263.57,244.71,177.14,262.97,151.74,208.04,215.32,186.79,198.18,440.67,202.58,222.19,339.83,536.84,126.25,83.96,288.29,153.71,125.45,114.28,80.02,126.29,138.99,168.36,212.89,228.49,166.19,167.31,242.3,208.29,129.96,123.02,142.97,125.63,146.41,144.95,276.99,303.8,173.99,127.76,149.34,137.73,250.32,170.91,274.37,251.16,209.03,141.06,153.71,108.87
MAPK8,82.17,75.65,71.61,105.85,96.48,70.46,75.87,78.02,63.2,64.92,55.53,42.37,49.47,59.72,39.66,40.15,32.21,36.43,40.19,27.74,42.04,38.63,20,53.71,43.76,49.64,36.8,42.89,20,62.31,44.45,42.76,47.2,48.09,43.72,47.56,73.2,82.83,95.99,64.77,58.87,50.16,45.95,98.38,53.47,60.02,66.58,63.08,57.76,61.13,66.7,49.49
MAPKAPK2,286.9,205.66,240.72,221.95,189.79,274.29,266.99,255.32,282.8,153.76,223.07,305.08,182.56,260.83,222.98,287.92,166.18,158.41,192.2,142.46,227.54,178.66,146.03,281.61,114.54,175.92,165.58,166.62,124.64,165,190.68,158.21,195.26,143.15,174.87,132.81,222.6,218.72,240.43,259.1,205.39,237.54,197.58,141.67,250.32,287.9,311.11,244.15,363.98,299.37,479.97,235.06
MAPKAPK5,151.59,127.65,152.35,134.31,167.65,139.66,104.68,111.11,107.12,92.26,110.1,120.06,63.6,101.87,100.77,102.09,90.18,99.8,87.36,63.73,56.72,43.46,70.02,100.16,61.77,110.08,101.19,61.87,75.76,102.69,71.69,69.02,70.48,76.05,86.26,77.17,100.09,130.72,138.04,107.65,96.81,87.07,96.49,98.38,106.93,96.64,113.65,77.1,86.18,84.64,116,108.87
MARCO,20,20,20,20,20,20,20,20,85.7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MASP1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MASP2,20,20,20,20,20,20,20,20,34.28,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MAVS,20,20,20,23.9,20,20,20,20,20,20,20,20,23.56,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,45.95,20,20,20,20,20,20,31.35,20,20
MAX,1135.54,1237.52,1733.76,1385.2,2078.18,1960.31,1980.31,2619.43,1688.25,948.76,1428.41,2207.6,831.54,1316.46,1668.06,2151.96,1353.93,1881.94,1584.74,992.74,1237.78,1295.69,1398.31,2171.58,1165.98,1587.55,1399.55,1179,813.85,1152.67,1121.17,845.39,1031.28,992.01,814.11,888.4,1458.1,1470.23,1308.17,1177.8,1401.1,1500.97,1525.53,1176.61,1185.97,1638.88,1738.06,1307.77,1828.14,1956.1,2740.61,1662.72
MBL2,20,20,20,20,20,20,20,20,20,25.06,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35.85,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MBP,29.04,35.46,53.32,52.36,50.61,76.75,34.57,30.73,23.57,44.42,52.66,69.21,38.87,64.11,69.68,51.62,52.82,57.03,89.11,21.74,27.36,35.41,20,65.32,28.31,46.41,40.74,37.96,20,32.31,34.41,26.88,29.74,24.6,28.36,20,38.84,32.36,46.62,27.37,27.47,35.96,20,20,20,44.76,42.48,20,32.09,48.59,42.05,20
MCL1,3469.68,2985.66,4987.98,2666.82,3503.17,5938.79,1916.93,1831,3361.5,1547.85,2805.12,6138.34,1604.19,3549.79,5548.75,4798.32,1236.7,1774.22,4759.47,982.24,1105.66,836.97,632.14,1034.98,1172.41,2975.45,3500.86,1553.02,1212.22,1938.43,2845.93,1575.95,1147.66,807.48,1076.42,1052.62,1147.36,2022.86,3130.11,1926.82,1089.75,1000.33,833.99,570.6,1178.68,2041.74,3821.67,1511.03,1087.35,1294.66,1157.15,593.83
MEF2A,90.67,66.19,57.89,77.4,74.33,45.3,80.67,89.84,41.78,44.42,55.53,52.26,53,53.57,64.32,51.62,42.51,36.43,20,31.49,47.38,38.63,20,52.26,36.03,49.64,35.48,31.64,20,36.92,51.61,47.03,41.38,38.03,36.63,35,53.78,63.42,75.88,66.6,54.95,52.05,20,20,20,52.9,44.77,45.56,50.43,40.75,42.05,20
MEF2BNB,20,20,30.47,23.9,31.63,33.97,20.17,20,29.99,20,32.55,59.32,20,28.98,35.38,35.56,20,31.68,20,20,20,20,20,20,20,20,27.6,20,20,20,20,20,20,20,20,20,20,20,24.68,29.19,20,20,20,20,20,22.38,20,20,20,20,20,20
MEF2C,54.55,47.28,56.37,77.4,72.75,32.71,62.42,66.2,33.21,33.03,46.91,32.49,43.58,36.01,20,20,27.05,36.43,20,24.74,29.36,32.19,20,46.45,25.74,29.14,32.85,26.72,20,26.54,34.41,26.27,23.92,31.31,35.45,26.02,34.36,31.06,35.65,25.54,36.63,32.18,20,20,20,35.61,28.7,28.04,26.59,20,39.15,20
MEF2D,168.6,170.2,99.03,153.66,131.27,90.59,108.52,96.93,87.84,88.84,55.53,53.67,97.76,84.31,55.74,80.3,65.7,49.11,76.88,67.48,86.08,57.94,66.01,63.87,56.63,70.15,70.96,68.2,85.54,84.23,93.19,67.8,78.88,69.34,92.16,80.76,94.12,102.24,112.44,83.93,96.81,102.21,91.9,94.44,87.49,110.89,102.17,40.89,76.1,89.34,84.1,56.91
MIF,266.35,256.49,211.77,347.15,286.26,270.52,264.11,320.34,553.82,173.12,170.41,169.49,194.34,155.45,181.17,142.24,117.23,125.15,160.75,260.93,172.82,133.59,140.03,94.35,207.2,168.36,201.06,229.9,141.75,181.15,182.08,229.06,186.86,150.98,155.97,132.81,156.87,161.78,193.8,332.08,211.93,158.05,151.63,224.3,274.62,199.39,266.33,250.57,249.37,172.41,182.71,170.73
MKNK1,79.34,76.83,137.12,91.06,123.36,111.98,83.55,86.29,82.48,88.84,120.63,163.84,70.67,137.88,86.83,113.56,54.11,126.73,85.61,48.74,57.38,70.82,46.01,69.68,61.77,140.3,65.71,44.99,61.1,123.46,119,63.53,60.78,55.92,44.9,69.1,82.17,100.95,119.76,94.88,66.72,73.82,103.39,78.7,65.62,122.08,128.58,78.85,111.85,153.6,166.76,138.56
MME,367.65,93.38,237.67,316.42,354.27,206.35,168.07,44.92,141.4,153.76,251.79,375.7,151.94,316.16,367.7,331.51,164.89,215.44,223.65,152.21,184.83,106.23,62.01,135,75.93,241.75,187.92,161,156.42,225,193.55,133.77,150.65,53.68,72.08,87.94,83.66,144.95,346.47,381.35,170.07,111.67,114.87,20,97.21,182.1,226.15,186.91,138.44,169.28,114.55,20
MMP3,20,20,20,20,20,20,20,20,27.85,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MMP9,5075.59,3529.37,1348.31,515.61,676.91,2184.27,354.38,124.12,1783.59,348.52,339.87,970.33,667.82,764.06,2122.59,3214.17,386.47,242.37,1093.77,253.43,970.87,408.83,232.05,380.32,138.99,255.78,1181.41,492.83,310.39,288.46,887.47,360.39,642.04,171.11,565.98,474.71,155.37,124.24,944.33,755.4,414.71,278.24,358.41,192.82,634.3,419.13,1688.7,390.17,599.6,573.66,443.72,210.31
MPPED1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MR1,41.09,65.01,318.41,47.8,126.53,222.7,29.77,42.55,89.98,28.47,178.07,341.8,20,112.41,268,137.65,20,101.38,342.46,22.49,20,20,20,20,20,112.24,170.84,20,20,58.85,124.73,29.93,20,20,20,20,20,67.3,104.22,49.27,32.71,20,20,20,20,50.87,218.12,25.12,20,20,20,20
MRC1,20,20,35.04,33.01,20,37.75,20,20,133.9,20,20.1,32.49,23.56,37.76,69.68,71.12,20,34.85,38.44,20,20,20,20,20,20,20,20,20,20,20,40.14,20,20,20,20,20,20,20,20,20,20,20,20,20,48.61,20,27.55,20,20,20,20,20
MS4A1,207.56,140.65,236.14,520.16,398.55,178.67,182.47,107.57,87.84,158.32,114.89,96.04,76.56,115.05,73.97,45.88,124.96,133.07,82.12,63.73,330.3,181.88,122.03,194.51,204.62,155.41,101.19,154.67,202.85,288.46,200.72,150.26,246.99,346.7,254.04,206.4,149.4,135.89,73.13,132.29,290.43,265.93,186.1,145.6,126.37,217.7,138.91,111.56,113.69,166.14,203.01,136.09
MS4A2,126.8,138.29,190.44,81.95,117.04,188.73,129.65,76.83,132.83,30.75,128.29,115.82,27.09,61.48,120.07,134.21,47.66,69.7,117.06,566.1,370.33,98.18,62.01,46.45,77.22,103.61,202.38,127.25,68.43,55.38,87.46,306.03,279.96,34.67,51.99,45.77,53.78,76.36,151.75,1609.33,792.78,123.98,59.73,94.44,63.19,91.56,212.38,629.65,351.14,186.52,108.75,59.38
MSR1,20,20,20,20,20,20,20,20,24.64,20,28.72,33.9,20,30.74,20,20,20,20,38.44,26.24,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,45.3,49.37,27.37,20,20,20,20,20,20.35,43.62,20,20,20,20,20
MUC1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MX1,757.97,2222.11,6942.65,918.53,5437.42,2802.05,403.36,2684.44,1177.27,31.89,4559.99,3610.13,77.74,5034.87,3265.36,1851.42,41.22,3984.08,2206.76,129.72,69.4,49.9,48.01,40.64,33.46,7085.18,1529.65,107.57,53.77,3214.56,2289.64,345.12,101.51,53.68,40.17,66.41,37.35,3005.17,1772.57,634.97,68.03,46.37,50.54,20,20,2222.82,2413.08,312.49,53.18,56.43,72.5,20
MX2,934.36,2898.19,4824.97,1167.8,4809.54,2861.19,663.63,2583.97,1346.53,159.45,3986.52,3289.51,303.88,4507.06,2925.53,1854.86,140.42,3222.12,2786.84,305.17,237.55,141.64,116.03,178.55,128.69,4541.42,1340.42,201.77,207.74,2998.8,2384.27,543.64,276.09,123.02,212.68,237.8,173.3,3122.94,2023.97,903.19,227.63,168.46,158.53,94.44,174.98,2531.06,2765.51,481.29,195.28,231.97,218.96,173.2
MYC,176.39,151.29,124.93,239.02,275.19,176.15,202.64,187.95,85.7,110.48,118.71,60.73,123.67,75.53,91.12,82.59,95.33,99.8,108.33,92.98,89.41,70.82,82.02,87.1,140.28,128.43,116.96,103.35,87.98,88.84,126.17,100.79,111.21,96.18,113.43,119.35,152.38,104.83,116.1,145.97,92.88,86.12,73.52,98.38,106.93,119.02,113.65,72.43,75.18,87.77,116,66.81
MYD88,352.78,494.06,345.84,240.16,305.24,274.29,205.52,263.6,127.48,159.45,192.43,175.14,210.83,334.6,358.05,328.07,95.33,196.43,204.43,140.96,132.79,119.11,98.02,88.55,124.83,305.42,240.49,150.45,144.2,289.61,283.88,218.68,142.25,127.5,147.7,120.25,152.38,288.61,363.84,344.86,294.35,169.4,135.55,145.6,189.56,265.52,288.15,198.59,155.86,126.96,137.76,131.14
MYL2,20,20,20,20,34.79,20,23.05,27.19,20,20,26.81,20,20,20,20,20,29.63,50.69,20,20,24.02,41.85,20,60.97,20,20,20,20,20,26.54,20,20,20,33.55,24.81,21.54,38.84,29.77,20,20,20,25.55,55.14,20,20,27.47,25.26,20,20,53.29,68.15,61.86
NCAM1,20,20,20,23.9,20,31.46,20,20,22.5,20,20,42.37,20,28.1,23.58,40.15,20,20,41.93,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22.37,20,20,20,20,20,20,20,20,20,98.38,51.04,20,22.96,20,20,20,20,20
NCF4,412.99,159.57,344.31,348.29,335.29,639.18,237.21,126.48,348.15,297.27,305.4,720.33,302.7,403.98,465.25,543.73,244.76,229.7,611.53,86.23,238.21,138.42,142.03,216.29,227.79,333.48,467.83,255.91,244.4,183.46,313.98,155.76,166.82,78.29,147.7,142.68,144.91,122.95,349.21,218.04,112.51,132.49,197.58,20,218.72,238.05,455.75,151.28,209.95,225.7,232.01,89.07
NCR1,85.01,55.55,56.37,60.33,66.43,176.15,38.42,20,177.82,42.14,30.64,42.37,49.47,37.76,37.52,25.24,28.34,31.68,20,23.24,43.37,49.9,20,34.84,33.46,20,20,26.72,20,20,20,20,26.51,20,29.54,22.43,55.28,20,23.77,25.54,53.64,39.75,20,82.64,58.33,39.67,22.96,20,28.42,20,29,59.38
NEFL,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30.92,20,20,20,20,35.41,20,20,20,20,20,20,20,20,35.84,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
NEG_A,10,18,16,19,21,16,23,24,10,20,20,14,27,9,17,14,32,29,36,25,17,32,25,16,16,23,14,24,35,25,31,23,17,29,28,25,31,26,16,28,3,9,23,33,34,21,19,14,20,9,11,32
NEG_B,12,17,9,16,18,14,13,14,12,12,9,16,12,8,9,11,13,10,24,16,12,14,12,10,14,18,9,21,13,16,16,13,7,21,16,17,20,14,10,13,8,11,17,19,23,16,23,8,11,9,8,11
NEG_C,4,9,12,6,13,10,15,8,6,15,10,10,6,10,10,5,7,15,10,13,5,12,7,4,10,5,11,12,6,9,12,17,12,15,9,8,14,7,7,11,10,10,9,8,13,18,8,8,11,12,5,14
NEG_D,18,13,13,14,7,15,11,16,8,12,21,27,11,18,16,17,11,12,13,14,11,10,5,7,10,16,10,10,10,16,10,16,8,17,9,9,11,16,19,14,2,8,5,9,8,17,14,13,6,10,5,11
NEG_E,24,16,17,30,22,22,16,20,19,34,26,21,23,14,24,20,22,28,22,34,23,38,32,13,21,20,26,15,24,39,23,19,17,32,26,18,27,21,20,26,11,21,16,29,36,20,22,17,18,25,8,27
NEG_F,15,23,19,23,18,16,22,20,24,24,18,19,22,14,19,8,30,26,21,31,17,23,29,14,11,27,19,16,28,30,28,30,16,30,29,12,28,16,19,31,8,17,18,30,28,23,12,11,14,15,19,31
NEG_G,2,8,4,7,7,5,8,5,6,8,3,4,8,9,6,5,4,9,7,8,3,4,9,4,5,10,7,6,6,7,10,7,3,5,6,9,9,10,4,9,1,10,7,7,8,5,4,7,2,3,5,8
NEG_H,12,8,11,14,12,9,12,14,15,13,10,10,7,14,6,12,17,13,12,13,7,8,10,1,9,9,7,13,15,11,9,15,8,9,11,5,14,10,9,15,9,8,4,6,13,8,9,16,6,9,12,10
NFATC1,110.51,86.28,149.3,132.03,126.53,169.86,122.93,85.11,127.48,71.75,75.63,110.17,95.4,122.95,137.22,114.71,78.58,64.95,193.94,65.98,77.4,49.9,62.01,87.1,100.38,112.24,115.64,107.57,112.42,113.08,147.67,103.23,84.7,85,79.17,81.66,104.58,121.66,132.55,120.43,95.5,86.12,94.2,110.18,99.64,113.94,140.06,42.64,102.68,103.45,102.95,86.6
